c5	c10	c12	c14	c15	c16	c17	c18	c20	c25	c35	c40	c90	c100	c110	c120	c130	c140	c150	c152	c160	c170	c180	c190	c192	c200	c210	c220	c230	c240	c250	c260	c270	c280	c290	c300	c310a	c310b	c310c	c310d	c314a	c314b	c314c	c314d	c320a	c320b	c320c	c324a	c324b	c324c	c330	c332	c340	c350	c360	c370	c380	c390	c400	c410	c420	c430	c440	c450	c460	c490	c510a	c510b	c510c	c510d	c510e	c510f	c602	c604	c606	c608	c610	c612	c614	c616	c620	c640	c652	c654	c660	eof
	20230329		NM  	2023	3	29	2023FA0000175    	1	20230329	G	5300		UNKNOWN         			BOEING	767   	767333      	1385301	NM  										UNKNOWN	UNKNOWN         	B				K				NONE                    				Z			SIGNIFICANT FAILURE REPORT			IN	INSP/MAINT     	1			SW	99	266CM					25585				DURING MAINTENENCE INSPECTION FOUND SVSRAL CORROSION DMAGES AROUND FASTENERS ON AFT CARGO LONGERON CHORD AND ZEE STIFFEN	ER, SEC 46, STA 1065 TO STA 1109, STR 23L TO STR 24L.								2 	4F			RT	A1NM    					 
	20230329		NM  	2023	3	29	2023FA0000176    	1	20230329	G	5300		UNKNOWN         			BOEING	767   	767333      	1385301	NM  										UNKNOWN	UNKNOWN         	B				K				NONE                    				Z			SIGNIFICANT FAILURE REPORT			IN	INSP/MAINT     	1			SW	99	266CM					25585				DURING MAINTENENCE INSPECTION FOUND BLEND OUTS AND GOUGES ON FUSELAGE EXTERNAL SKIN, SEC 46, STA 1395 TO STA 1480, STR 2	4L TO STR 33L.								2 	4F			RT	A1NM    					 
	20230329		NM  	2023	3	29	2023FA0000177    	1	20230329	G	5300		UNKNOWN         			BOEING	767   	767333      	1385301	NM  										UNKNOWN	UNKNOWN         	B				K				NONE                    				Z			SIGNIFICANT FAILURE REPORT			IN	INSP/MAINT     	1			SW	99	266CM					25585				DURING MAINTENENCE INSPECTION FOUND 2 GOUGES ON FUSELAGE EXTERNAL SKIN, STA 1131 TO STA 1153, STR 38L TO STR 39L.									2 	4F			RT	A1NM    					 
	20230329		NM  	2023	3	29	2023FA0000178    	1	20230329	G	5710		UNKNOWN         			BOEING	767   	767333      	1385301	NM  										UNKNOWN	UNKNOWN         	B				K				NONE                    				Z			SIGNIFICANT FAILURE REPORT			IN	INSP/MAINT     	1			SW	99	266CM					25585				DURING MAINTENENCE INSPECTION FOUND CORROSION ON CENTER WING SECTION, UPPER SKIN PANEL NO. 1, STA 955, RBL 74.84 TO RBL 	80.								2 	4F			RT	A1NM    					 
	20230329		NM  	2023	3	29	2023FA0000179    	1	20230329	G	5400		UNKNOWN         			BOEING	767   	767333      	1385301	NM  										UNKNOWN	UNKNOWN         	B				K				NONE                    				Z			SIGNIFICANT FAILURE REPORT			IN	INSP/MAINT     	1			SW	99	266CM					25585				DURING MAINTENENCE INSPECTION FOUND A BLEND OUT, DENTS AND FILLING REPAIRS ON ENGINE #1 (PW4000) INLET COWL ACOUSTIC PAN	EL BETWEEN 5 AND 7 O'CLOCK.								2 	4F			RT	A1NM    					 
	20230329		CE  	2023	3	29	2023FA0000180    	1	20230329	G	5100		FAIRING         			CESSNA	310   	310K        	2074228	CE  	CONT  	O470  	IO470*      	17026	SO  					WING/TANK	UNKNOWN         	D				K				NONE                    				W	O		INADEQUATE Q C            	OTHER                     		IN	INSP/MAINT     	1			SW	99	6922 									SCREW TO HOLD FAIRING BETWEEN WING AND TIP TANK TOO LONG AND POSSIBLE PENETRATING / RUBBING ON FUEL TANK. THE INNER AERO	DYNAMIC FAIRING BETWEEN TIP TANK AND UPPER SURFACE OF WING HAS A TINNERMAN NUT PLATE TO CONNECT TO ANOTHER FAIRING. SCRE	WS IN THIS NUT PLATE ARE USUALLY TOO LONG, TOUCH THE TIP TANK AND VIBRATION BEGINS A WEAR POINT. SEE PICTURES           	               /USERS/BRENNEMAN/DESKTOP/IMG_4417.JPG/USERS/BRENNEMAN/DESKTOP/IMG_4418.JPG						2 	3O	3	O		3A10    	E1CE				 
	20230329		GL  	2023	3	29	2023FA0000181    	1	20230327	G	3243		UNKNOWN         			BOMBDR	BD700 	BD7001A11   	1390022	GL  										UNKNOWN	UNKNOWN         	E				A	O			UNSCHED LANDING         	OTHER                   			J			WARNING INDICATION        			AP	APPROACH       	1			WP	25	500VJ					9552				CREW REPORTED ON APPROACH 6 INTO KTEB, PRIOR TO FAF, AMBER BRAKE 50% DEGRADED CAS MESSAGE POSTED. EXECUTED GO-AROUND, WI	TH TOWER INSTRUCTIONS. VECTORED TO FIGURE OUT THE SITUATION. ASKED FOR DIVERSION INTO KEWR. WERE GIVEN DELAYED VECTORS D	UE TO AN EMERGENCY AIRCRAFT THAT WAS DIVERTING INTO KEWR. THE TOWER NOTIFIED US THAT HE WAS DECLARING AN EMERGENCY ON OU	R BEHALF. LANDED WITHOUT INCIDENT. MAINTENANCE TROUBLESHOT BRAKE CONTROL SYSTEM WITH NO DEFECTS NOTED. MAINTENANCE RE-RA	CKED BRAKE CONTROL UNIT AND BLED BRAKE SYSTEM. OPERATIONAL AND LEAK CHECKS PERFORMED WITH NO DISCREPANCIES, AIRCRAFT RET	URNED TO SERVICE.				2 	4F			RT	T00003NY					 
	20230330		EU  	2023	3	30	2023FA0000182    	1	20230329	G	5700		FAIRING         			PILATS	PC12  	PC1247E     	7090553	EU  										LH & RH LOWER FL	CRACKED         	E			WUXA	O				OTHER                   				O			OTHER                     			IN	INSP/MAINT     	1			SW	99	499LA	2123 				1895				DURING SCHEDULED INSPECTION FOUND BOTH FLAPS LOWER CANOE FAIRING ATTACHMENT FITTINGS GENERATING CRACKS INTO FLAP SKIN PR	OTRUDING FROM ATTACHMENT ANCHOR RIVET POINTS. AIRCRAFT REMOVED FROM SERVICE. TWO REPLACEMENT FLAPS ON THE WAY FOR AIRCRA	FT. PILATUS NOTIFIED, EVIDENTLY THIS IS NO A UNIQUE OCCURRENCE AS IT HAS HAPPENED TO OTHER AIRCRAFT. REMOVED FLAPS WILL 	BE REPAIRED (RESKINNED) AND PUT INTO ROTABLE INVENTORY.						1 	3T			RT	A78EU   					 
	20230330		EU  	2023	3	30	2023FA0000183    	1	20230329	G	5700		FAIRING         	PILATS      		PILATS	PC12  	PC1247E     	7090553	EU  										LH & RH LOWER FL	CRACKED         	E			WUXA	O				OTHER                   				O			OTHER                     			IN	INSP/MAINT     	1			SW	99	499LA	2123 				1895				DURING SCHEDULED INSPECTION FOUND BOTH FLAPS LOWER CANOE FAIRING ATTACHMENT FITTINGS GENERATING CRACKS INTO FLAP SKIN PR	OTRUDING FROM ATTACHMENT ANCHOR RIVET POINTS. AIRCRAFT REMOVED FROM SERVICE. TWO REPLACEMENT FLAPS ON THE WAY FOR AIRCRA	FT. PILATUS NOTIFIED, EVIDENTLY THIS IS NO A UNIQUE OCCURRENCE AS IT HAS HAPPENED TO OTHER AIRCRAFT. REMOVED FLAPS WILL 	BE REPAIRED (RESKINNED) AND PUT INTO ROTABLE INVENTORY.						1 	3T			RT	A78EU   					 
	20230330		EU  	2023	3	30	2023FA0000184    	1	20230329	G	5700		FAIRING         	PILATS      		PILATS	PC12  	PC1247E     	7090553	EU  										LH & RH LOWER FL	CRACKED         	E				O				OTHER                   				O			OTHER                     			IN	INSP/MAINT     	1			SW	99	499LA	2123 				1895				DURING SCHEDULED INSPECTION FOUND BOTH FLAPS LOWER CANOE FAIRING ATTACHMENT FITTINGS GENERATING CRACKS INTO FLAP SKIN PR	OTRUDING FROM ATTACHMENT ANCHOR RIVET POINTS. AIRCRAFT REMOVED FROM SERVICE. TWO REPLACEMENT FLAPS ON THE WAY FOR AIRCRA	FT. PILATUS NOTIFIED, EVIDENTLY THIS IS NO A UNIQUE OCCURRENCE AS IT HAS HAPPENED TO OTHER AIRCRAFT. REMOVED FLAPS WILL 	BE REPAIRED (RESKINNED) AND PUT INTO ROTABLE INVENTORY.						1 	3T			RT	A78EU   					 
	20230330		EU  	2023	3	30	2023FA0000185    	1	20230329	G	5700		FAIRING         	PILATS      		PILATS	PC12  	PC1247E     	7090553	EU  										LH & RH LOWER FL	CRACKED         	E				O				OTHER                   				O			OTHER                     			IN	INSP/MAINT     	1			SW	99	499LA	2123 				1895				DURING SCHEDULED INSPECTION FOUND BOTH FLAPS LOWER CANOE FAIRING ATTACHMENT FITTINGS GENERATING CRACKS INTO FLAP SKIN PR	OTRUDING FROM ATTACHMENT ANCHOR RIVET POINTS. AIRCRAFT REMOVED FROM SERVICE. TWO REPLACEMENT FLAPS ON THE WAY FOR AIRCRA	FT. PILATUS NOTIFIED, EVIDENTLY THIS IS NO A UNIQUE OCCURRENCE AS IT HAS HAPPENED TO OTHER AIRCRAFT. REMOVED FLAPS WILL 	BE REPAIRED (RESKINNED) AND PUT INTO ROTABLE INVENTORY.						1 	3T			RT	A78EU   					 
	20230330		CE  	2023	3	30	2023FA0000186    	1	20230326	G	3230	51451	SHUTTLE VALVE   			CESSNA	510   	510         	2076617	CE  										ZONE 700	UNSERVICEABLE   	E				O				OTHER                   				O			OTHER                     			TO	TAKEOFF        	1			SW	99	88CH 	2659 				5100224				DURING TAKEOFF, THE CREW REPORTED THE RH GEAR DOWN/LOCKED (GREEN) LIGHT DID NOT EXTINGUISH AND THE TRANSIT LIGHT STAYED 	ON. THE CREW FOLLOWED THE AFM PROCEDURE AND RESET AND ATTEMPTED A SECOND GEAR RETRACTION WITH NO SUCCESS. MX PERFORMED M	ULTIPLE GEAR SWINGS AND COULD NOT DUPLICATE THE DISCREPANCY. THE EVENT WAS DISCUSSED WITH TEXTRON TECH SUPPORT AND AT TH	EIR RECOMMENDATION, WE REPLACED THE RH GEAR REGEN SHUTTLE VALVE. OPS CHECK AND FLIGHT EVALUATION WERE SATISFACTORY.						2 	4F			RT	A00014WI					 
	20230330		CE  	2023	3	30	2023FA0000187    	1	20230228	G	2130		UNKNOWN         			LEAR  	60    	60LEAR      	5170707	CE  										UNKNOWN	UNKNOWN         	E			5JHA	D				RETURN TO BLOCK         				B			SMOKE/FUMES/ODORS/SPARKS  			TO	TAKEOFF        	1			SW	99	384JW					130				ON TAKEOFF CREW REPORTED SMELL OF SMOKE IN THE COCKPIT, THEY RETURNED TO BASE WITHOUT INCIDENT. THEY ALSO REPORTED THE C	ABIN WOULD NOT DEPRESSURIZE IN THE GROUND. UPON INVESTIGATION, WE FOUND A AFT LH CABIN HEATING DUCT HAD BURST CAUSING TH	E PLASTIC VACUUM LINE FOR THE OUTFLOW VALVE HAD MELTED WHICH SUPPLIES VACUUM TO THE OUTFLOW VALVE TO OPEN. REPLACED THE 	HEATING DUCT AND VACUUM LINE. GROUND OPS CHECK GOOD.						2 	4F			RT	A10CE   					 
	20230331		NM  	2023	3	31	2023FA0000188    	1	20230216	G	7500		UNKNOWN         			DORNER	DO32  	DO328300    		NM  										UNKNOWN	UNKNOWN         	E				E				ENGINE SHUTDOWN         				R			PARTIAL RPM/PWR LOSS      			TO	TAKEOFF        	1			SW	99	677DC					3126				DURING FLIGHT ENGINE SPOOLED BACK TO 40% N2. MAINTENANCE TROUBLE SHOT AND FOUND BROKEN P3 LINE TO "BURNER PRESSURE" TRAN	SDUCER.								2 	4T			RT	A55NM   					 
	20230206		EU  	2023	2	6	2A6D20230123001  	1	20230125	G	5311	350A214099	FRAME           			UROCOP	EC130 	EC130B4     	8680989	EU  										ZONE 100	CHAFED          	B			2A6D	K				NONE                    				O			OTHER                     			IN	INSP/MAINT     	1			EA	03	317AM	6934 				3506				DAMAGE WAS NOTED TO THE X1790 FRAME (P/N: 350A214099) IN THE FORM OF 2EA GOUGES AND OVERSIZED COUNTERSUNK RIVET HOLES NE	AR THE INBOARD RH CAMLOC, AS WELL AS DAMAGE TO THE INBOARD RH SUPPORT (PN: 350A21-4108) IN THE FORM OF A BROKEN OFF EDGE	 AND OVERSIZED COUNTERSUNK FASTENER HOLES. THERE IS ALSO DAMAGE REPORTED TO 2EA OTHER SUPPORTS (PN: 350A21-4108) IN THE 	FORM OF OVERSIZE COUNTERSUNK FASTENER HOLES FOR THE OUTBOARD RH AND INBOARD LH CAMLOCS.						2 	3U				H9EU    					 
	20230214		EU  	2023	2	14	2A6D20230210001  	1	20230210	G	5300	PN350A214311	FLANGE          			UROCOP	EC130 	EC130B4     	8680989	EU  										ZONE 100	CHAFED          	B			2A6D	K				NONE                    				O			OTHER                     			IN	INSP/MAINT     	1			EA	03	317AM	6934 				3506				A REAR CROSS TUBE FRAME (PN: 350A21-4311) FLANGE IS SLIGHTLY DEFORMED, ALSO, THE REAR CROSS TUBE SHOWS SIGNS OF LIGHT CO	RROSION.								2 	3U				H9EU    					 
	20230112		EU  	2023	1	12	2A6R2023011266201	1	20230112	G	5300	350A21400223	WEB             			UROCOP	EC130 	EC130B4     	8680989	EU  										ZONE 100	CRACKED         	B			QMLA	K				NONE                    				O			OTHER                     			IN	INSP/MAINT     	1			EA	03	130KR					7317				DURING INSPECTION, FOUND A CRACK IN THE CANOPY WEB LOCATED NEXT TO THE SUPPORT ANGLE ON THE RIGHT SIDE OF OF THE AIRCRAF	T AT STA845 AND OUTBOARD OF BL673.5								2 	3U				H9EU    					 
	20230308		EU  	2023	3	8	2A6R2023030866003	1	20230308	G	5300	L533M1011104	FRAME           			UROCOP	EC135 	EC135P2     	5620027	EU  										ZONE 100	CORRODED        	B			QMLA	K				NONE                    				O			OTHER                     			IN	INSP/MAINT     	1			EA	03	814LN	4313 				0628				DURING A 1000 HOUR INSPECTION FOUND FRAME ONE CORRODED BEYOND LIMITS. REPLACING FRAME ONE PER AIRBUS HELICOPTERS RDAS.									2 	3U				H88EU   					 
	20230329		EU  	2023	3	29	2A6R2023032966803	1	20230329	G	5311	L533M1028203	FRAME           			UROCOP	EC135 	EC135P2     	5620027	EU  										ZONE 100	CORRODED        	B			QMLA	K				NONE                    				O			OTHER                     			IN	INSP/MAINT     	1			EA	03	533LF	7168 				0344				DURING 1000 HOUR INSPECTION, CORROSION DAMAGE WAS NOTED TO THE T-CAP (PN: L533M1028203) OF FRAME 3 AT APPROXIMATELY FUSE	LAGE STATION 3,150MM.  THE DAMAGE REQUIRES PART REPLACEMENT AND DUE TO PART AVAILABILITY, THE PART WAS FABRICATED PER AI	R METHODS ENGINEERING AUTHORIZATION # 23-5300-EA-4303, INITIAL REVISION DATED 07 MAR 2023 AND APPROVED FOR STRUCTURAL AS	PECTS ON FAA FORM 8110-3 BY RYAN LEE (DER-Y #905240204) DATED 09 MAR 2023 WITH DER SPECIFIC SEQUENCE # 23RL006AM.						2 	3U				H88EU   					 
	20230202		CE  	2023	2	2	2PIA2023012300041	1	20230120	G	2131	52770116	CONTROL UNIT    			CESSNA	525   	525B        	2076616	CE  										CABIN PRESSURE	FAILED          	E			2PIA	A				UNSCHED LANDING         				J			WARNING INDICATION        			CL	CLIMB          	1			SW	99	96PB 					525B0111				CABIN WAS NOT PRESSURIZING DURING CLIMB, THE INDICATOR SHOWED CABIN ALTITUDE CLIMBING IN LINE WITH AIRPLANE CLIMB. CABIN	 ALT WARNING WENT ON AROUND 10,000 FEET.								2 	4F			RT	A1WI    					 
	20230202		CE  	2023	2	2	2PIA2023012300043	1	20230122	G	3150		WARNING MESSAGE 			CESSNA	525   	525B        	2076616	CE  	WILINT	FJ44  	FJ443A      	66006	GL  						MULTIPLE FAIL   	E			2PIA	O				OTHER                   				G	J		MULTIPLE FAILURE          	WARNING INDICATION        		DE	DESCENT        	1			SW	99	34SJ 					525B0197	141400			DURING DESCENT OUT OF APPROXIMATELY 35000? THE AIRCRAFT?S ANNUNCIATORS BEGAN ILLUMINATING SHOWING GEN-R OFFLINE AND THEN	 LOW OIL PRESSURE IN THE RIGHT ENGINE. N1 SPUN DOWN TO APPROXIMATELY 15-17% WITH NO INDICATIONS OF FIRE OR SEIZURE. CHEC	KLISTS WERE RUN AND THE ENGINE WAS SECURED. ONCE IN THE ALTITUDE/AIRSPEED ENVELOPE, A SUCCESSFUL ENGINE RESTART WAS COND	UCTED WITH AN EVENTUAL LANDING TO MMSD. THERE IS NO APPARENT EXTERNAL DAMAGE TO THE ENGINE AND OIL LEVELS ARE NORMAL. AI	RCRAFT FUEL LEVELS ARE NORMAL AND BALANCED WITH APPROXIMATELY 1550 POUNDS ONBOARD AT SHUTDOWN AFTER LANDING.					2 	4F	4	F	RT	A1WI    	E3GL				 
	20230324		EA  	2023	3	24	8G9R20230317001  	1	20230317	G	2720	AN386421	TAPER PIN       			CNDAIR	CL215 	CL2156B11215		EA  											LOOSE           	B				O				OTHER                   				O			OTHER                     			IN	INSP/MAINT     	1			NM	05	406BT		40   			1105				RUDDER TOURQE TUBE INPUT ARM UPPER TAPER PIN FOUND LOOSE. COTTER PIN MISSING.									2 	4T			RT	A14EA   					 
	20230130		EU  	2023	1	30	8NZY202301180001 	1	20230118	G	6320	350A32108203	PLANETARY GEAR  	SNIAS       		SNIAS 	350   	AS350B2     	8680813	EU  										MAIN ROTOR	DAMAGED         	B				K				NONE                    				O			OTHER                     			IN	INSP/MAINT     	1			SW	99	350HC	3818 			M6227	3361				WHILE INSPECTING ONE OF THE FIVE PLANETARY GEARS.  THE ENGINEER NOTICED A RING LIKE PATTERN ON ONE OF THE TEETH.  WHEN T	HEY RUBBED THE AREA WITH THEIR FINGERNAIL TO SEE IF THE STAIN WAS PERMANENT A CHIP OF METAL FELL AWAY.								1 	3U				H9EU    					 
	20230213			2023	2	13	BQVD20230202     	2	20230202	G	7261	NOTREPORTED	NOT REPORTED    			CESSNA	150   	152         	2071835	CE  										NOT REPORTED	NOT REPORTED    	B			BQVD	O				OTHER                   				K			FLUID LOSS                			AP	APPROACH       	1			EA	01	5357H					15284092				PROPELLER / CRANKSHAFT SEAL PARTIALLY DISPLACED ALLOWING SOME OIL LEAKAGE ONTO ENGINE COWL AND WINDSHIELD. AIRCRAFT LAND	ED WITHOUT INCIDENT. OIL LEAK INCREASED ON TAXI. MAINTENANCE SHOP INVESTIGATING.     ENGINE TSO - 114.1								1 	3O			NT	3A19    					 
	20230331		EU  	2023	3	31	DU4R2023033100001	1	20230331	G	2720		RUDDER          			AIRBUS	A321  	A321211     	3930370	EU  										ZONE 200	LEAKING         	B				K	K			NONE                    	NONE                    			K	O		FLUID LOSS                	OTHER                     		IN	INSP/MAINT     	1			SO	39						00961				DURING SCHEDULED MAINTENANCE AT HAECO, LAKE CITY, FLORIDA  FOUND RUDDER R/H SURFACE SURROUNDING THE FWD LOWER HOIST POIN	T PRODUCED INDICATIONS OF POSSIBLE WATER INGRESS JUST FWD AND JUST AFT OF THE HOIST POINT (2 EA. INDICATIONS).  S/O 3390	01 N/R 28021							2 	4F			RT	A28NM   					 
	20230331		EU  	2023	3	31	DU4R2023033100002	1	20230331	G	5311		FRAME           			AIRBUS	A321  	A321211     	3930370	EU  										ZONE 200	CRACKED         	H				K				NONE                    				O			OTHER                     			IN	INSP/MAINT     	1			SO	39	420MB					00961				DURING SCHEDULED MAINTENANCE AT HAECO, LAKE CITY, FLORIDA FOUND RIGHT FR 16 DOUBLE JOGGLE HOLE #8 HAS A CRACK INDICATION	 IN FRAME LAYER STARTING AT I/B FACE AND EXTENDING O/B 4 MM AT 1:0'CLOCK POSITION AS VIEWED FROM EXTERIOR.  S/O 339001 N	/R 28053							2 	4F			RT	A28NM   					 
	20230331		EU  	2023	3	31	DU4R2023033100003	1	20230331	G	5311		FRAME           			AIRBUS	A321  	A321211     	3930370	EU  										ZONE 200	CRACKED         	B				K				NONE                    				O			OTHER                     			IN	INSP/MAINT     	1			SO	39	420MB					00961				DURING SCHEDULED MAINTENANCE AT HAECO, LAKE CITY, FLORIDA FOUND RIGHT FR 16 DOUBLE JOGGLE HOLE #6 HAS A CRACK INDICATION	 IN FRAME LAYER STARTING AT 4 MM I/B FACE AND EXTENDING O/B 4 MM AT 1:0'CLOCK POSITION AS VIEWED FROM EXTERIOR.  S/O 339	001 N/R 28054							2 	4F			RT	A28NM   					 
	20230331		EU  	2023	3	31	DU4R2023033100004	1	20230331	G	5240		INTERCOSTAL     			AIRBUS	A321  	A321211     	3930370	EU  										ZONE 200	CRACKED         	B				K				NONE                    				O			OTHER                     			IN	INSP/MAINT     	1			SO	39	420MB					00961				DURING SCHEDULED MAINTENANCE AT HAECO, LAKE CITY, FLORIDA FOUND MAIN CABIN L/H FWD ENTRY DOOR, FR 16 DOOR STOP #7 UPPER 	AND LOWER I/B HOLES HAVE CRACKS IN THE INTERCOSTAL.   S/O 339001 N/R 280141								2 	4F			RT	A28NM   					 
	20230331		EU  	2023	3	31	DU4R2023033100005	1	20230331	G	5210		INTERCOSTAL     			AIRBUS	A321  	A321211     	3930370	EU  										ZONE 200	CRACKED         	B				K				NONE                    				O			OTHER                     			IN	INSP/MAINT     	1			SO	39	420MB					00961				DURING SCHEDULED MAINTENANCE AT HAECO, LAKE CITY, FLORIDA FOUND R/H FR 16 DOOR STOP FITTING #7 I/B BOTTOM HOLE HAS A CRA	CK INDICATION ON THE I/B SIDE OF THE INTERCOSTAL FITTING AT THE 10 O'CLOCK POSITION, PROPAGATING O/B 4 MM.  S/O 339001 N	/R 28080							2 	4F			RT	A28NM   					 
	20230331		EU  	2023	3	31	DU4R2023033100006	1	20230331	G	5310		DOOR SILL       			AIRBUS	A321  	A321211     	3930370	EU  										ZONE 800	CORRODED        	B				K				NONE                    				O			OTHER                     			IN	INSP/MAINT     	1			SO	39	420MB					00961				DURING SCHEDULED MAINTENANCE AT HAECO, LAKE CITY, FLORIDA FOUND R2 DOOR SILL HAS CORROSION AT FR 68.  S/O 339001 N/R 282	92								2 	4F			RT	A28NM   					 
	20230331		EU  	2023	3	31	DU4R2023033100007	1	20230331	G	5310		FITTING         			AIRBUS	A321  	A321211     	3930370	EU  										ZONE 200	CORRODED        	B				K				NONE                    				O			OTHER                     			IN	INSP/MAINT     	1			SO	39	420MB					00961				DURING MAINTENANCE AT HAECO LAKE CITY, FLORIDA FOUND CORROSION AT FS 68 R2 DOOR SILL AFT LOWER CORNER FITTING.        	S/O 339001   N/R #28293								2 	4F			RT	A28NM   					 
	20230215		EU  	2023	2	15	EBVR2023021301   	1	20230210	G	7100	4210210	CABLE           	AVIAC       		AMD   	FALC20	FALCON      	2720302	EU  			TFE731401C  							ZONE 300	FAILED          	B			DXTA	K				NONE                    				Z			SIGNIFICANT FAILURE REPORT			IN	INSP/MAINT     	1			CE	09	522EE	7705 			402	282	P115190			WHILE LOWERING THE #2 (CENTER) ENGINE FOR ACCESS, THE HOISTING WINCH CABLE SNAPPED CAUSING THE ENGINE TO FALL TO THE GRO	UND SERIOUSLY ENDANGERING THE TECHNICIANS WORKING TO REMOVE THE ENGINE.								2 	4F				A7EU    					 
	20230223		CE  	2023	2	23	EBVR202302230001 	1	20230222	G	5730	505	WINGLET         			BOEING	75    	PT13D       	1380122	CE  										ZONE 600	CORRODED        	B				K				NONE                    				O			OTHER                     			IN	INSP/MAINT     	1			CE	09		7646 				755099				LEVEL 2 CORROSION UNDER STATIC WICK BASE ON RH WINGLET TRAILING EDGE STRUCTURE. BLENDED BEYOND SRM LIMITS IN ORDER TO RE	MOVE CORROSION. REQUIRED EXTERNAL DOUBLER PATCH WRAPPED AROUND TRAILING EDGE OF WINGLET TO RESTORE INTEGRITY.								1 	3R				A743    					 
	20230223		SO  	2023	2	23	EBVR202302230002 	1	20230220	G	5730		WINGLET         			EMB   	505   	EMB505      	3260407	SO  										ZONE 600	CORRODED        	B				K				NONE                    				O			OTHER                     			IN	INSP/MAINT     	1			CE	09		7646 				50500202				LEVEL 2 CORROSION FOUND AROUND AND UNDER STATIC WICK BASE ON RH WING WINGLET TRAILING EDGE.  CORROSION WAS OUTSIDE OF SR	M LIMITS AND REQUIRED EXTERNAL DOUBLER REPAIR TO CORRECT.								2 	4F			RT	A60CE   					 
	20230308		SO  	2023	3	8	EBVR202303070001 	1	20230307	G	5730		NONE            			EMB   	505   	EMB505      	3260407	SO  											NONE            	B				O				OTHER                   				O			OTHER                     			UK	UNKNOWN        	1			CE	09						50500309				AFTER STRIPPING PAINT FROM AIRCRAFT TO PERFORM A REPAINT OF ENTIRE AIRCRAFT, CORROSION WAS FOUND ON THE LH WING UPPER SK	IN TRAILING EDGE IN SEVERAL SPOTS. A SECTION OF APPROXIMATELY 10 INCHES IN LENGTH AND 1 INCH ACROSS OVER THE REAR SPAR A	ND JUST OUTBOARD OF THE OVER-WING TO FUSELAGE FAIRING WAS BLENDED OUT OF SRM LIMITS IN ORDER TO REMOVE CORROSION.							2 	4F			RT	A60CE   					 
	20230321		CE  	2023	3	21	EBVR202323210001 	1	20230220	G	5220	67112535	UNKNOWN         			CESSNA	560   	560XL       	2076702	CE  										ZONE 800	EXPOSED         	B				K				NONE                    				O			OTHER                     			IN	INSP/MAINT     	1			CE	09	574QS	12216				5605820				CHAFING TO EMERGENCY EXIT FWD STRUCTURAL SURROUND FROM SCREW HEADS IN EMERGENCY EXIT SURROUND PANEL.									2 	4F			RT	A22CE   					 
	20230323		NM  	2023	3	23	EE4Y2022032317487	1	20230323	G	5700	UNK	SKIN PANEL      			AIRBUS	A319  	A319111     	3930336	NM  										ZONE 500	CORRODED        	B			WX0A	O				OTHER                   				O			OTHER                     			IN	INSP/MAINT     	1			SO	23	318NV					2492				DURING THE STRUCTURAL INSPECTION PER WORK CARD N?: 572179-01-1-001, IT WAS FOUND AT LH WING, TOP SKIN LOWER SURFACE AT R	IB 15 OVERHANG AREA WITH CORROSION. DUE TO THERE IS NOT SRM AVAILABLE TO PERFORM PERMANENT REPAIR, AIRBUS WAS CONTACTED 	REQUESTING REPAIR INSTRUCTIONS AND FINAL APPROVAL, UNDER AIRBUS DOSSIER 81187500 AND COOPESA JOB A1N0011 ITEM 5-24							2 	4F			RT	A28NM   					 
	20230201		EU  	2023	2	1	EE4Y2023012316999	1	20230123	G	5311		FRAME           			AIRBUS	A319  	A319112     	3930323	EU  										FRM 16	OUT OF TOLERANCE	B				K				NONE                    				O			OTHER                     			IN	INSP/MAINT     	1			SO	23	305NV					2398				DURING THE  EO E5311-0017, EO E5311-0018 AND EO E5311-0019 ACCOMPLISHMENT RELATED TO AD 2022-08-08 PARAGRAPH (G) AND SB 	53-1379 REV. 00, SB 53-1380 REV. 01, SB 53-1381 REV. 01 WERE FOUND HOLES AT FRAME 16 (HOLES # 7 AND # 8) AND FRAME 20 (H	OLE # E UPPER CORNER)(HOLE # 10 LOWER CORNER) LT SIDE AND FRAME 16 RT ( HOLES # 7 AND # 8) SIDE WITH DIAMETERS THAT IS M	ORE THAN OR EQUAL TO THE MINIMUM STARTING HOLE DIAMETER, THIS CONDITION WAS REPORTED TO MANUFACTURER.  THE MANUFACTURER 	PROVIDED REPAIR INSTRUCTIONS UNDER RDAF 81167983/003/2023 A AND 80574433/012/2023A.THE REPAIR WAS DOCUMENTED UNDER  JOB 	A1N001 ITEM 9-4,9-5,9-6).				2 	4F			RT	A28NM   					 
	20230202		NM  	2023	2	2	EE4Y2023012317005	1	20230123	G	5410	19015500408	FAIRING         			EMB   	ERJ190	ERJ190100IGW	3260408	NM  										NR 2 NACELLE	DAMAGED         	B				K				NONE                    				O			OTHER                     			IN	INSP/MAINT     	1			SO	23	947UW					19000078				DURING THE STRUCTURE INSPECTION,WAS FOUND AN EXISTING REPAIR LOCATED AT ENGINE #2 AFT PYLON MOVABLE FAIRING. WAS REPAIRE	D FOLLOWING EMBRAER REPAIR INSTRUCTIONS UNDER ETD2022-190-035093 AND COOPESA EO# COO-EO-2022-16690-R00 AND APPROVED ON A	NAC F-200 FORM PROVIDED BY EMB.							2 	4F			RT	A57NM   					 
